id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"134","der Bereich","Nomen","der","die Bereiche","area / sector / region","be-rykh","Arbeit, Beruf & Karriere","","In welchem Bereich möchten Sie arbeiten? Umfahren Sie den Baustellenbereich.","In which area would you like to work? Drive around the construction site area."
"135","bereit","Adjektiv","","","ready / prepared","be-ryte","Kommunikation, Medien & Sprache","","Ich bin jederzeit bereit, dir zu helfen. Das Paket liegt auf der Post für Sie bereit.","I am always ready to help you. The package is ready for you at the post office."
"136","bereits","Andere","","","already","be-ryts","Kommunikation, Medien & Sprache","","Bitte melde dich bei Frau Kaiser. Sie hat bereits dreimal angerufen.","Please get in touch with Mrs. Kaiser. She has already called three times."
"137","der Bericht","Nomen","der","die Berichte","report","be-rikht","Kommunikation, Medien & Sprache","","Ich habe gestern einen interessanten Bericht gelesen.","I read an interesting report yesterday."
"138","beruflich","Adjektiv","","","professional / professionally","be-roof-likh","Arbeit, Beruf & Karriere","privat","Was machen Sie beruflich?","What do you do professionally?"
"139","beruhigen","Verb","","","to calm / to reassure","be-roo-ee-gen","Gefühle, Charakter & Meinung","aufregen","Beruhigen Sie sich bitte. Es ist alles in Ordnung. Ich kann Sie beruhigen. Ihrem Sohn ist nichts passiert.","Please calm down. Everything is fine. I can reassure you. Nothing has happened to your son."
"140","Bescheid sagen","Verb","","","to let someone know / to inform","be-shyde zah-gen","Kommunikation, Medien & Sprache","","Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.","I will inquire about the dates and then let you know."
"141","beschließen","Verb","","","to decide / to resolve","be-shlee-sen","Allgemeine Aktivitäten & Verben","","Wir haben beschlossen, uns ein kleineres Auto zu kaufen.","We have decided to buy a smaller car."
"142","die Beschreibung","Nomen","die","die Beschreibungen","description","be-shry-boong","Kommunikation, Medien & Sprache","","Eine Beschreibung des Geräts liegt bei.","A description of the device is included."
"143","beschädigen","Verb","","","to damage","be-shay-di-gen","Allgemeine Aktivitäten & Verben","reparieren","Bitte machen Sie eine Liste davon, was die Einbrecher beschädigt haben.","Please make a list of what the burglars have damaged."
"144","die Beschäftigung","Nomen","die","die Beschäftigungen","occupation / activity / employment","be-shef-ti-goong","Arbeit, Beruf & Karriere","die Arbeitslosigkeit","Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.","I am looking for part-time employment because I have a small child."
"145","besorgen","Verb","","","to get / to procure / to obtain","be-zor-gen","Einkaufen, Geld & Konsum","","Soll ich die Eintrittskarten besorgen?","Should I get the admission tickets?"
"146","die Besprechung","Nomen","die","die Besprechungen","meeting / discussion","be-shpre-khoong","Arbeit, Beruf & Karriere","","Tut mir leid, Herr Schmidt ist noch in einer Besprechung.","I am sorry, Mr. Schmidt is still in a meeting."
"147","die Besserung","Nomen","die","","recovery / improvement","bes-se-roong","Gesundheit, Körper & Pflege","","Gute Besserung!","Get well soon!"
"148","bestrafen","Verb","","","to punish","be-shtrah-fen","Staat, Gesellschaft & Dokumente","belohnen","Zu schnelles Fahren wird streng bestraft.","Driving too fast is strictly punished."
"149","die Bestätigung","Nomen","die","die Bestätigungen","confirmation","be-shtay-ti-goong","Staat, Gesellschaft & Dokumente","die Absage","Ich brauche eine schriftliche Bestätigung für das Amt.","I need a written confirmation for the office."
"150","der Betrag","Nomen","der","die Beträge","amount / sum","be-trahk","Einkaufen, Geld & Konsum","","Bitte überweisen Sie den Betrag auf unser Konto.","Please transfer the amount to our account."
"151","der Betreuer","Nomen","der","die Betreuer","supervisor / caregiver (male)","be-troy-er","Person, Familie & Beziehungen","","Die Betreuerin der Kinder ist sehr nett.","The children's caregiver is very nice."
"152","die Betreuung","Nomen","die","die Betreuungen","care / supervision","be-troy-oong","Person, Familie & Beziehungen","","Haben Sie eine Betreuung für Ihre Kinder?","Do you have care for your children?"
"153","der Betrieb","Nomen","der","die Betriebe","company / business / operation","be-treep","Arbeit, Beruf & Karriere","","In diesem Betrieb arbeiten zehn Leute. Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb. Der Aufzug ist in Betrieb/außer Betrieb.","Ten people work in this company. Shortly before Christmas, there is always a lot of activity in the department stores. The elevator is in operation/out of order."
"154","der Betriebsrat","Nomen","der","die Betriebsräte","works council / employee representative (male)","be-treeps-raht","Arbeit, Beruf & Karriere","","Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.","The works council will inform you about the new working hours."
"155","die Betriebsrätin","Nomen","die","die Betriebsrätinnen","works council / employee representative (female)","be-treeps-ray-tin","Arbeit, Beruf & Karriere","","Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.","The works council will inform you about the new working hours."
"156","betrunken","Adjektiv","","","drunk","be-troong-ken","Gesundheit, Körper & Pflege","nüchtern","Wenn Sie betrunken Auto fahren, verlieren Sie Ihren Führerschein.","If you drive drunk, you will lose your driver's license."
"157","bevor / bewegen","Verb","","","before / to move","be-for / be-vay-gen","Allgemeine Aktivitäten & Verben","","Bevor wir gehen, möchte ich noch etwas essen. Ich kann mich vor Schmerzen kaum noch bewegen.","Before we go, I would like to eat something else. I can hardly move from pain."
"158","die Bevölkerung","Nomen","die","","population","be-foel-ke-roong","Staat, Gesellschaft & Dokumente","","11 % der Bevölkerung wurden nicht im Inland geboren.","11 % of the population were not born in the country."
"159","die Bewegung","Nomen","die","die Bewegungen","movement / exercise","be-vay-goong","Gesundheit, Körper & Pflege","der Stillstand","Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.","You need more exercise. You have to go for a walk regularly."
"160","der Beweis","Nomen","der","die Beweise","proof / evidence","be-vyse","Staat, Gesellschaft & Dokumente","","Haben Sie dafür Beweise?","Do you have proof of that?"
"161","der Bewohner","Nomen","der","die Bewohner","resident / inhabitant","be-vo-ner","Wohnen, Haus & Haushalt","","Ich kenne die anderen Hausbewohner nicht.","I do not know the other residents of the house."
"162","die Beziehung","Nomen","die","die Beziehungen","relationship / connection","be-tsee-oong","Person, Familie & Beziehungen","","Wir haben gute Beziehungen zu unseren Nachbarn.","We have good relations with our neighbors."
"163","die Bibliothek","Nomen","die","die Bibliotheken","library","bib-lee-o-teyk","Ausbildung, Schule & Studium","","Die Stadtbibliothek hat bereits geschlossen.","The city library has already closed."
"164","der Bildschirm","Nomen","der","die Bildschirme","screen / monitor","bilt-sheerm","Kommunikation, Medien & Sprache","","Ich brauche einen größeren Bildschirm für meinen Computer. Wir haben einen Fernsehapparat mit einem sehr großen Bildschirm.","I need a larger screen for my computer. We have a television set with a very large screen."
"165","das Billett","Nomen","das","die Billette","ticket","bil-yet","Reise, Verkehr & Mobilität","","Ein Billett können Sie am Schalter kaufen.","You can buy a ticket at the counter."
"166","bio(logisch)","Adjektiv","","","organic","bee-o-lo-gish","Natur, Umwelt & Tiere","konventionell","Ich kaufe nur noch Biogemüse. Biologische Lebensmittel gibt es jetzt auch im Supermarkt.","I only buy organic vegetables now. Organic groceries are now also available in the supermarket."
"167","die Biologie","Nomen","die","","biology","bee-o-lo-gee","Ausbildung, Schule & Studium","","Meine Freundin studiert Biologie.","My friend studies biology."
"168","bisher","Andere","","","until now / so far","bis-hair","Uhrzeit, Datum & Kalender","zukünftig","Bisher ist alles in Ordnung.","So far everything is fine."
"169","blass","Adjektiv","","","pale","blahs","Gesundheit, Körper & Pflege","rosig","Du siehst ganz blass aus. Bist du krank?","You look very pale. Are you sick?"
"170","blind blitzen","Verb","","","blind / to flash (lightning)","blint / blit-tsen","Gesundheit, Körper & Pflege / Natur, Umwelt & Tiere","","Er ist von Geburt an blind. Gestern Abend gab es ein Gewitter. Es hat furchtbar geblitzt und gedonnert. Ihre Augen blitzen vor Freude.","He has been blind since birth. Yesterday evening there was a thunderstorm. There was terrible lightning and thunder. Her eyes flash with joy."
"171","der Blitz","Nomen","der","die Blitze","lightning / flash","blits","Natur, Umwelt & Tiere","","Was für ein Gewitter, hast du den Blitz gesehen? Hast du das Foto mit Blitz gemacht?","What a thunderstorm, did you see the lightning? Did you take the photo with a flash?"
"172","blühen","Verb","","","to bloom / to flower","blue-en","Natur, Umwelt & Tiere","","Die Bäume blühen schon. Es ist Frühling.","The trees are already blooming. It is spring."
"173","bloß","Adverb","","","merely / only","blohs","Basiswortschatz & Floskeln","","Ich möchte nichts kaufen. Ich möchte mich bloß umsehen.","I do not want to buy anything. I just want to look around."
"174","das Blut","Nomen","das","","blood","bloot","Gesundheit, Körper & Pflege","","Der Verletzte hat viel Blut verloren.","The injured person lost a lot of blood."
"175","der Briefkasten","Nomen","der","die Briefkästen","mailbox / letterbox","breef-kahs-ten","Kommunikation, Medien & Sprache","","Ist hier in der Nähe ein Briefkasten? Hol bitte mal die Zeitung aus dem Briefkasten.","Is there a mailbox nearby? Please fetch the newspaper from the mailbox."
"176","der Briefträger","Nomen","der","die Briefträger","postman / mail carrier","breef-tray-ger","Kommunikation, Medien & Sprache","","War die Briefträgerin schon da?","Was the postwoman already here?"
"177","der Briefumschlag","Nomen","der","die Briefumschläge","envelope","breef-oom-shlahk","Kommunikation, Medien & Sprache","","Ich hätte gern 50 Briefumschläge und Briefmarken dazu.","I would like 50 envelopes and stamps to go with them."
"178","das Buffet","Nomen","das","die Buffets","buffet","boo-fay","Essen, Kochen & Restaurant","","Das Buffet ist eröffnet!","The buffet is open!"
"179","die Burg","Nomen","die","die Burgen","castle / fortress","boork","Reise, Verkehr & Mobilität","","Von der Burg hat man eine schöne Aussicht.","You have a beautiful view from the castle."
"180","die Büchse","Nomen","die","die Büchsen","can / tin","buek-seh","Essen, Kochen & Restaurant","","Ich habe noch eine Büchse Bohnen.","I still have a can of beans."
"181","die Bühne","Nomen","die","die Bühnen","stage","bue-neh","Freizeit, Hobbys & Unterhaltung","","Er steht gern auf der Bühne.","He likes to stand on the stage."
"182","der Bürger","Nomen","der","die Bürger","citizen (male)","buer-ger","Staat, Gesellschaft & Dokumente","","EU-Bürgerinnen und Bürger können überall in Europa arbeiten.","EU citizens can work anywhere in Europe."
"183","die Bürste","Nomen","die","die Bürsten","brush","byoor-steh","Gesundheit, Körper & Pflege","","Hast du eine Bürste? Meine Schuhe sind so schmutzig. Ich brauche eine Bürste für meine Haare.","Do you have a brush? My shoes are so dirty. I need a brush for my hair."
"184","die Chance","Nomen","die","die Chancen","chance / opportunity","shahn-seh","Arbeit, Beruf & Karriere","","Mein Mann hat gute Chancen, die Stelle zu bekommen.","My husband has good chances of getting the job."
"185","der Coiffeur","Nomen","der","die Coiffeure","hairdresser (Swiss German)","kwah-fuhr","Arbeit, Beruf & Karriere","","Du siehst toll aus! Wer ist dein Coiffeur?","You look great! Who is your hairdresser?"
"186","die Coiffeuse","Nomen","die","die Coiffeusen","hairdresser (female) (Swiss German)","kwah-fuh-zeh","Arbeit, Beruf & Karriere","","Meine Tochter will Coiffeuse werden.","My daughter wants to become a hairdresser."
"187","die Couch","Nomen","die","die Couchs","couch / sofa","kowch","Wohnen, Haus & Haushalt","","Wir haben uns eine Couch und neue Sessel gekauft.","We bought ourselves a couch and new armchairs."
"188","der Cousin","Nomen","der","die Cousins","cousin (male)","koo-zeng","Person, Familie & Beziehungen","","Meine Cousine wohnt jetzt in Brasilien.","My cousin lives in Brazil now."
"189","die Cousine","Nomen","die","die Cousinen","cousin (female)","koo-zee-neh","Person, Familie & Beziehungen","","Meine Cousine wohnt jetzt in Brasilien.","My cousin lives in Brazil now."
"190","das Couvert","Nomen","das","die Couverts","envelope","koo-vehr","Kommunikation, Medien & Sprache","","Ich hätte gern 50 Couverts und Briefmarken dazu.","I would like 50 envelopes and stamps to go with them."
"191","das Dach","Nomen","das","die Dächer","roof","dahkh","Wohnen, Haus & Haushalt","","Wir müssen das Dach reparieren lassen. Wir wohnen direkt unter dem Dach.","We have to have the roof repaired. We live directly under the roof."
"192","dafür","Andere","","","for it / in favor of it","dah-fuer","Basiswortschatz & Floskeln","dagegen","Meine Schwester interessiert sich für Politik. Ich interessiere mich nicht dafür. Ich bin dafür, dass wir möglichst früh losfahren.","My sister is interested in politics. I am not interested in it. I am in favor of us leaving as early as possible."
