id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"528","verlieben (sich)","Verb","","","to fall in love","fer-lee-ben","Gefühle, Charakter & Meinung","","Ich bin total verliebt.","I am totally in love."
"529","verlieren","Verb","","","to lose","fer-lee-ren","Allgemeine Aktivitäten & Verben","finden / gewinnen","Ich habe meinen Schlüssel verloren. Michael hat seine Arbeit verloren. Wir haben das Fußballspiel verloren.","I lost my key. Michael lost his job. We lost the football game."
"530","die Vermieterin","Nomen","die","die Vermieterinnen","landlady","fer-mee-te-rin","Wohnen, Haus & Haushalt","die Mieterin","Unsere Vermieterin ist nett.","Our landlady is nice."
"531","verpassen","Verb","","","to miss","fer-pahs-sen","Reise, Verkehr & Mobilität","erreichen","Ich habe den Zug verpasst. Ich habe die 12-Uhr-Nachrichten verpasst.","I missed the train. I missed the 12 o'clock news."
"532","verreisen","Verb","","","to travel / to go away","fer-ry-zen","Reise, Verkehr & Mobilität","zurückkommen","Verreist ihr in den Ferien? Frau Doktor Müller ist zur Zeit verreist. Sie kommt erst nächste Woche zurück.","Are you traveling during the holidays? Dr. Müller is currently away. She is not coming back until next week."
"533","verschieben","Verb","","","to postpone / to move","fer-shee-ben","Uhrzeit, Datum & Kalender","","Leider muss ich den Termin verschieben.","Unfortunately I have to postpone the appointment."
"534","verschieden","Adjektiv","","","different / various","fer-shee-den","Eigenschaften & Adjektive","gleich / ähnlich","Unsere beiden Kinder sind sehr verschieden. Wir haben dieses Kleid in verschiedenen Farben.","Our two children are very different. We have this dress in different colors."
"535","versuchen","Verb","","","to try / to attempt","fer-zoo-khen","Allgemeine Aktivitäten & Verben","","Kann ich es auch einmal versuchen? Haben Sie es schon einmal mit diesem Mittel versucht?","Can I try it once too? Have you ever tried it with this remedy?"
"536","der Vertrag","Nomen","der","die Verträge","contract / agreement","fer-trahk","Staat, Gesellschaft & Dokumente","","Ich muss den Vertrag noch unterschreiben.","I still have to sign the contract."
"537","der Vogel","Nomen","der","die Vögel","bird","fo-gel","Natur, Umwelt & Tiere","","Nadine mag Vögel. Morgens singen die Vögel immer laut.","Nadine likes birds. In the morning the birds always sing loudly."
"538","voll","Adjektiv","","","full / crowded","fol","Eigenschaften & Adjektive","leer","Morgens und abends sind die Züge immer sehr voll. Die Flasche ist noch ganz voll.","In the morning and evening the trains are always very full. The bottle is still completely full."
"539","der Volleyball","Nomen","der","die Volleybälle","volleyball","vo-lee-bahl","Freizeit, Hobbys & Unterhaltung","","Ich spiele gern Volleyball.","I like playing volleyball."
"540","vorbei","Andere","","","past / over","for-by","Basiswortschatz & Floskeln","","Die Linie 8 fährt am Krankenhaus vorbei. Kommst du morgen bei mir vorbei?","Line 8 goes past the hospital. Are you coming by tomorrow?"
"541","vorbereiten","Verb","","","to prepare","for-be-ry-ten","Ausbildung, Schule & Studium","","Morgen mache ich eine Party. Ich muss noch viel dafür vorbereiten. Ich muss mich auf meine Prüfung vorbereiten.","Tomorrow I am throwing a party. I still have a lot to prepare for it. I have to prepare for my exam."
"542","vorgestern","Andere","","","the day before yesterday","for-ges-tern","Uhrzeit, Datum & Kalender","übermorgen","Er hat mich vorgestern angerufen.","He called me the day before yesterday."
"543","vorher","Andere","","","before / beforehand","for-hair","Uhrzeit, Datum & Kalender","nachher / später","Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.","I am coming along to the cafe. But before that, I have to go to the bank."
"544","vorn(e)","Andere","","","in front / at the front","for-neh","Basiswortschatz & Floskeln","hinten","Bitte vorn(e) einsteigen!","Please board at the front!"
"545","der Vorschlag","Nomen","der","die Vorschläge","suggestion / proposal","for-shlahk","Kommunikation, Medien & Sprache","","Was machen wir am Wochenende? Hast du einen guten Vorschlag? - Wir können ins Kino gehen. Was schenken wir Christina zur Hochzeit? - Wir haben doch schon so viele Vorschläge gemacht.","What are we doing on the weekend? Do you have a good suggestion? - We can go to the cinema. What are we giving Christina for the wedding? - We have already made so many suggestions."
"546","vorsichtig","Adjektiv","","","careful / cautious","for-sikh-tig","Eigenschaften & Adjektive","unvorsichtig","Sei vorsichtig! Du musst vorsichtig fahren, es ist neblig.","Be careful! You must drive carefully, it is foggy."
"547","vorwärts","Andere","","","forward / forwards","for-vairts","Reise, Verkehr & Mobilität","rückwärts","Fahren Sie bitte noch ein Stück vorwärts.","Please drive a bit further forward."
"548","wach","Adjektiv","","","awake","vahkh","Eigenschaften & Adjektive","müde / schlafend","Bist du schon lange wach? Ich bin noch nicht ganz wach.","Have you been awake for a long time? I am not completely awake yet."
"549","der Wagen","Nomen","der","die Wagen","car / carriage","vah-gen","Reise, Verkehr & Mobilität","","Wo steht Ihr Wagen? Im zweiten Wagen ist unser Zugrestaurant.","Where is your car? Our dining car is in the second carriage."
"550","wahr","Adjektiv","","","true","vahr","Eigenschaften & Adjektive","falsch","Das ist (nicht) wahr!","That is (not) true!"
"551","wahrscheinlich","Andere","","","probably","vahr-shine-likh","Basiswortschatz & Floskeln","unwahrscheinlich","Wahrscheinlich mache ich im Herbst einen Deutschkurs. Er kommt wahrscheinlich nicht.","I will probably take a German course in the autumn. He is probably not coming."
"552","der Wald","Nomen","der","die Wälder","forest / woods","vahlt","Natur, Umwelt & Tiere","","Im Wald ist es ruhig. Ich gehe gern im Wald spazieren.","It is quiet in the forest. I like going for a walk in the woods."
"553","warm","Adjektiv","","","warm","varm","Eigenschaften & Adjektive","kalt","Hier ist es sehr warm. Mittags esse ich oft ein warmes Essen.","It is very warm here. At noon I often eat a warm meal."
"554","die Webseite","Nomen","die","die Webseiten","website / webpage","veb-zy-teh","Kommunikation, Medien & Sprache","","Es gibt viele Webseiten mit Grammatikübungen.","There are many websites with grammar exercises."
"555","wechseln","Verb","","","to change / to exchange","vek-seln","Allgemeine Aktivitäten & Verben","behalten","Wir müssen den Reifen wechseln. Können Sie mir zehn Dollar wechseln?","We have to change the tire. Can you exchange ten dollars for me?"
"556","wecken","Verb","","","to wake up (someone)","vek-ken","Allgemeine Aktivitäten & Verben","","Bitte wecken Sie mich morgen früh um fünf.","Please wake me up tomorrow morning at five."
"557","der Weg","Nomen","der","die Wege","way / path","veyk","Reise, Verkehr & Mobilität","","Das ist der kürzeste Weg. Können Sie mir bitte den Weg zum Flughafen beschreiben?","That is the shortest way. Can you please describe the way to the airport to me?"
"558","wegbringen","Verb","","","to take away","vek-bring-en","Allgemeine Aktivitäten & Verben","holen","Bringst du bitte den Müll weg?","Will you please take the trash away?"
"559","weglaufen / wegmachen","Verb","","","to run away / to remove","vek-low-fen / vek-mah-khen","Allgemeine Aktivitäten & Verben","bleiben / dalassen","Unser Hund ist weggelaufen. Kannst du das bitte wegmachen?","Our dog ran away. Can you please remove that?"
"560","wegnehmen / wegwerfen","Verb","","","to take away / to throw away","vek-nay-men / vek-vair-fen","Allgemeine Aktivitäten & Verben","geben / behalten","Warum hast du dem Kind den Ball weggenommen? Sie können diese Papiere wegwerfen.","Why did you take the ball away from the child? You can throw these papers away."
"561","weinen","Verb","","","to cry","vy-nen","Gefühle, Charakter & Meinung","lachen","Warum weint das Baby? Weine bitte nicht!","Why is the baby crying? Please do not cry!"
"562","weiterhelfen","Verb","","","to help further / to assist","vy-ter-hel-fen","Allgemeine Aktivitäten & Verben","","Entschuldigung, können Sie mir bitte weiterhelfen?","Excuse me, can you please help me further?"
"563","weitermachen","Verb","","","to continue / to carry on","vy-ter-mah-khen","Allgemeine Aktivitäten & Verben","aufhören","Können wir jetzt weitermachen?","Can we continue now?"
"564","welcher","Andere","","","which","vel-kher","Grammatik, Pronomen & Struktur","","Welcher Tag ist heute? Welchen Kurs möchtest du machen? Welche Bluse nehmen Sie? Welches Buch suchst du?","Which day is today? Which course do you want to take? Which blouse are you taking? Which book are you looking for?"
"565","wenigstens","Andere","","","at least","vay-nig-stens","Basiswortschatz & Floskeln","","Ich habe keinen Hunger. - Ach, essen Sie wenigstens ein Stück Kuchen.","I am not hungry. - Oh, eat at least a piece of cake."
"566","willkommen","Andere","","","welcome","vil-kom-men","Basiswortschatz & Floskeln","unerwünscht","Herzlich willkommen in Köln.","Welcome to Cologne."
"567","der Witz","Nomen","der","die Witze","joke","vits","Basiswortschatz & Floskeln","der Ernst","Wir haben Witze erzählt und viel gelacht.","We told jokes and laughed a lot."
"568","die Wolke","Nomen","die","die Wolken","cloud","vol-keh","Natur, Umwelt & Tiere","","Heute gibt es viele Wolken.","There are many clouds today."
"569","die Wolke","Nomen","die","die Wolken","cloud","vol-keh","Natur, Umwelt & Tiere","","Heute gibt es viele Wolken.","There are many clouds today."
"570","der Workshop","Nomen","der","die Workshops","workshop","vörk-shop","Arbeit, Beruf & Karriere","","Das war ein toller Workshop. Ich habe viel gelernt. Am Freitag gibt es einen Computer-Workshop in meiner Firma.","That was a great workshop. I learned a lot. On Friday there is a computer workshop in my company."
"571","der Wunsch","Nomen","der","die Wünsche","wish / request","voonsh","Basiswortschatz & Floskeln","","Ich wünsche Ihnen alles Gute! Sie wünschen? - Ich möchte ein halbes Kilo Äpfel, bitte. Haben Sie noch einen Wunsch? Was ist dein größter Wunsch?","I wish you all the best! Can I help you? - I would like half a kilo of apples, please. Do you have any other wishes? What is your biggest wish?"
"572","die Wurst","Nomen","die","die Würste","sausage","voorst","Essen, Kochen & Restaurant","","Eine Wurst mit Pommes, bitte.","A sausage with fries, please."
"573","wählen","Verb","","","to choose / to vote / to dial","vay-len","Allgemeine Aktivitäten & Verben","","Sie müssen erst eine Null wählen. Wählen Sie bitte ein Getränk.","You must first dial a zero. Please choose a drink."
"574","die Wäsche","Nomen","die","die Wäschen","laundry / washing","vesh-eh","Wohnen, Haus & Haushalt","","Ich muss noch Wäsche waschen.","I still have to wash laundry."
"575","wünschen","Verb","","","to wish","vuen-shen","Allgemeine Aktivitäten & Verben","","Ich wünsche mir eine Kamera zum Geburtstag.","I wish for a camera for my birthday."
"576","die Zahl","Nomen","die","die Zahlen","number","tsahl","Zahlen, Maße & Mengen","der Buchstabe","Können Sie die Zahl bitte wiederholen?","Can you please repeat the number?"
"577","der Zahn","Nomen","der","die Zähne","tooth","tsahn","Gesundheit, Körper & Pflege","","Der Zahn tut mir schon seit einer Woche weh.","The tooth has been hurting me for a week."
"578","zeichnen","Verb","","","to draw","tsykh-nen","Freizeit, Hobbys & Unterhaltung","","Caterina kann gut zeichnen. Sieh mal das Bild hier.","Caterina can draw well. Look at the picture here."
"579","zeigen","Verb","","","to show","tsy-gen","Allgemeine Aktivitäten & Verben","verstecken","Können Sie mir bitte den Weg zum Bahnhof zeigen?","Can you please show me the way to the train station?"
"580","die Zeitschrift","Nomen","die","die Zeitschriften","magazine","tsyte-shrift","Kommunikation, Medien & Sprache","","Diese Zeitschrift kauft Andrea jede Woche.","Andrea buys this magazine every week."
"581","das Zelt","Nomen","das","die Zelte","tent","tselt","Reise, Verkehr & Mobilität","","Im Sommer schlafen wir manchmal im Zelt.","In summer we sometimes sleep in a tent."
"582","das Zentrum","Nomen","das","die Zentren","center / city center","tsen-troom","Reise, Verkehr & Mobilität","der Vorort","Der Bahnhof ist im Stadtzentrum. Wohnst du im Zentrum? - Nein, ich wohne nicht direkt in der Stadt.","The train station is in the city center. Do you live in the center? - No, I do not live directly in the city."
"583","das Zentrum","Nomen","das","die Zentren","center / city center","tsen-troom","Reise, Verkehr & Mobilität","der Stadtrand","Der Bahnhof ist im Stadtzentrum. Wohnst du im Zentrum? - Nein, ich wohne nicht direkt in der Stadt.","The train station is in the city center. Do you live in the center? - No, I do not live directly in the city."
"584","der Zettel","Nomen","der","die Zettel","piece of paper / note","tset-tel","Kommunikation, Medien & Sprache","","Hast du einen Zettel für mich? Ich muss etwas notieren. Schreiben Sie Ihre Telefonnummer bitte auf den Zettel.","Do you have a piece of paper for me? I have to note something down. Please write your phone number on the piece of paper."
"585","das Zeugnis","Nomen","das","die Zeugnisse","certificate / report card","tsoyk-nis","Ausbildung, Schule & Studium","","Morgen bekommen die Kinder ihr Zeugnis.","Tomorrow the children will get their report card."
"586","(an-)/(aus)ziehen","Verb","","","to put on / to take off (clothes)","ahn-tsee-en / ows-tsee-en","Allgemeine Aktivitäten & Verben","","Ich ziehe (mir) eine Jacke an. Er hat sein T-Shirt ausgezogen und ein Hemd angezogen. Die Nachbarn sind am Wochenende ausgezogen.","I put on a jacket. He took off his T-shirt and put on a shirt. The neighbors moved out on the weekend."
"587","das Ziel","Nomen","das","die Ziele","goal / destination / finish line","tseel","Reise, Verkehr & Mobilität","der Start","John läuft sehr schnell. Er war als erster am Ziel. Was ist dein Ziel im Leben?","John runs very fast. He was the first at the finish line. What is your goal in life?"
"588","der Zirkus","Nomen","der","die Zirkusse","circus","tseer-koos","Freizeit, Hobbys & Unterhaltung","","Heute gehen wir mit den Kindern in den Zirkus.","Today we are going to the circus with the children."
"589","die Zitrone","Nomen","die","die Zitronen","lemon","tsee-tro-neh","Essen, Kochen & Restaurant","","Ich trinke den Tee mit Zitrone. Lucia mag Zitroneneis.","I drink the tea with lemon. Lucia likes lemon ice cream."
"590","der Zoo","Nomen","der","die Zoos","zoo","tso","Freizeit, Hobbys & Unterhaltung","","Am Sonntag gehen wir in den Zoo.","On Sunday we are going to the zoo."
"591","der Zucker","Nomen","der","","sugar","tsook-ker","Essen, Kochen & Restaurant","das Salz","Trinken Sie den Tee mit oder ohne Zucker?","Do you drink the tea with or without sugar?"
"592","zuerst","Andere","","","first / at first","tsoo-airst","Basiswortschatz & Floskeln","zuletzt","Zuerst müsst ihr die Hausaufgaben machen, dann könnt ihr spielen. Zuerst hat mir die Arbeit gar nicht gefallen. Jetzt geht es besser.","First you must do the homework, then you can play. At first I did not like the work at all. Now it is going better."
"593","zuhören","Verb","","","to listen","tsoo-hoe-ren","Kommunikation, Medien & Sprache","","Hör mir doch mal zu! Ich rede mit dir.","Listen to me! I am talking to you."
"594","zuletzt","Andere","","","last / at last / recently","tsoo-letst","Uhrzeit, Datum & Kalender","zuerst","Wir haben uns vor drei Jahren zuletzt gesehen. Diese Aufgabe machen wir zuletzt.","We last saw each other three years ago. We are doing this task last."
"595","zumachen","Verb","","","to close / to shut","tsoo-mah-khen","Allgemeine Aktivitäten & Verben","aufmachen","Machst du bitte das Fenster zu?","Will you please close the window?"
"596","zwischen","Andere","","","between","zvish-en","Grammatik, Pronomen & Struktur","","Heidelberg liegt zwischen Frankfurt und Stuttgart. Zwischen 8 und 10 Uhr bin ich zu Hause.","Heidelberg lies between Frankfurt and Stuttgart. Between 8 and 10 o'clock I am at home."
"597","ändern","Verb","","","to change / to alter","en-dern","Allgemeine Aktivitäten & Verben","behalten","Das Wetter hat sich geändert. Wie kann ich mein Passwort ändern?","The weather has changed. How can I change my password?"
"598","üben","Verb","","","to practice","ue-ben","Ausbildung, Schule & Studium","","Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.","I am currently learning to play the guitar. I practice two hours every day."
"599","über","Andere","","","over / above / across / about","ue-ber","Grammatik, Pronomen & Struktur","unter","Gehen Sie lieber hier über die Straße. Über uns wohnt Familie Schneider. Sind Sie über 18?","You had better cross the street here. The Schneider family lives above us. Are you over 18?"
"600","überall","Andere","","","everywhere","ue-ber-ahl","Basiswortschatz & Floskeln","nirgends","Ich habe überall gesucht, aber ich kann meine Brille nicht finden.","I searched everywhere, but I cannot find my glasses."
"601","übermorgen","Andere","","","the day after tomorrow","ue-ber-mor-gen","Uhrzeit, Datum & Kalender","vorgestern","Morgen habe ich frei. Ich komme übermorgen wieder ins Büro.","Tomorrow I have the day off. I am coming back to the office the day after tomorrow."
"602","übersetzen","Verb","","","to translate","ue-ber-zet-sen","Kommunikation, Medien & Sprache","","Können Sie mir den Brief bitte übersetzen?","Can you please translate the letter for me?"
"603","die Übersetzung","Nomen","die","die Übersetzungen","translation","ue-ber-zet-soong","Kommunikation, Medien & Sprache","","Ich brauche eine Übersetzung von meinem Zeugnis.","I need a translation of my report card."
